case_id,reported_at,missing_person_name,gender,age_band,state,district,language,last_seen_location,reporting_center,reporter_mobile,physical_description,status,resolution_hours,is_duplicate_report,remarks
KMP-2027-00499,2027-09-11 16:08,,Female,61-70,Maharashtra,Nashik,Marathi,Ahilyadevi Holkar Bridge,Kushavarta Center,+91 9895085354,"yellow blouse, limps on right leg",Reunited,2,False,Volunteer escorting to help desk.
KMP-2027-02069,2027-08-19 15:12,Dattatray Verma,Male,0-12,Maharashtra,Ahmednagar,Marathi,Sita Gufa,Ramkund LF Center,,"red sari with gold border, tulsi mala around neck",Reunited,6.6,False,Possible match flagged for review.
KMP-2027-00854,2027-08-04 10:08,,Female,18-40,Maharashtra,Nashik,Marathi,Kalaram Temple,Kushavarta Center,+91 7082309692,"black shawl, silver anklets",Reunited,6.1,False,Announced on PA system.
KMP-2027-00572,2027-08-04 12:36,Ramesh Reddy,Male,41-60,Maharashtra,Aurangabad,Marathi,Mukti Dham,Nashik Road Center,+91 9446606936,"black shawl, silver anklets",Reunited,0.5,False,Phone switched off.
KMP-2027-00354,2027-08-04 17:13,,Female,71-80,Maharashtra,Pune,Marathi,Gangapur Road Ghat,Kushavarta Center,,"red sari with gold border, wears thick glasses",Transferred to hospital,6.5,False,Announced on PA system.
KMP-2027-02376,2027-09-12 15:23,Kavita Patil,Female,41-60,Maharashtra,Aurangabad,Marathi,Goda Ghat,Nashik Road Center,,,Reunited,7.7,False,Phone switched off.
KMP-2027-02375,2027-08-19 09:27,Dattatray Chavan,Male,71-80,Maharashtra,Ahmednagar,Marathi,Tapovan,Tapovan Center,+91 7364537008,"white dhoti and kurta, has a tilak on forehead",Reunited,3,False,Got separated in snan crowd.
KMP-2027-02302,2027-08-19 03:40,Dattatray Sawant,Male,61-70,Maharashtra,Nashik,Marathi,Gangapur Road Ghat,Sadhugram Center,+91 8899284710,"blue checked shirt, silver anklets",Reunited,4.8,False,Volunteer escorting to help desk.
KMP-2027-02321,2027-08-31 20:31,Dattatray Yadav,Male,13-17,Maharashtra,Pune,Marathi,Sita Gufa,Tapovan Center,+91 7018950255,,Reunited,1.7,False,Volunteer escorting to help desk.
KMP-2027-00748,2027-08-19 04:58,Ganpat Kumar,Male,18-40,Telangana,Hyderabad,Telugu,Dudhsagar Falls Road,Nashik Road Center,+91 9813661201,"grey sweater, limps on right leg",Reunited,6.5,False,"Came by group bus, lost the group."
KMP-2027-01030,2027-08-04 14:32,Kamla Jadhav,Female,80+,Maharashtra,Pune,Marathi,Kushavarta Kund,Panchavati Center,+91 9883136853,"black shawl, wears thick glasses",Reunited,8.9,False,Phone switched off.
KMP-2027-01429,2027-07-30 04:31,Rohan Reddy,Male,61-70,Telangana,Hyderabad,Telugu,Panchavati,Sadhugram Center,+91 7055680348,"green saree, tulsi mala around neck",Reunited,1.3,False,"Family frantic, last dip together."
KMP-2027-02032,2027-09-01 01:36,Indira Kumar,Female,71-80,Maharashtra,Jalgaon,Marathi,Trimbakeshwar Temple,Kushavarta Center,,"red sari with gold border, wears thick glasses",Reunited,4.3,False,Volunteer escorting to help desk.
KMP-2027-02382,2027-09-11 17:11,Radha Kumar,Female,41-60,Maharashtra,Thane,Marathi,Panchavati,Trimbak Gate Center,+91 9040828761,"blue checked shirt, speaks little Hindi",Reunited,5.5,False,
KMP-2027-01022,2027-08-31 00:49,Aarav More,Male,71-80,Rajasthan,Jodhpur,Hindi,Trimbakeshwar Temple,Sadhugram Center,+91 9039884533,"red sari with gold border, hard of hearing",Reunited,6.9,False,"Came by group bus, lost the group."
KMP-2027-02025,2027-08-07 03:58,Sneha Das,Female,61-70,Telangana,Warangal,Telugu,Trimbakeshwar Temple,Nashik Road Center,+91 9815326056,"white dhoti and kurta, speaks little Hindi",Reunited,4,False,Got separated in snan crowd.
KMP-2027-01499,2027-09-02 05:13,Vimal Pawar,Female,61-70,Maharashtra,Pune,Marathi,Panchavati,Panchavati Center,+91 9858911456,"red sari with gold border, wears thick glasses",Pending,,False,Phone switched off.
KMP-2027-02273,2027-07-31 22:35,,Male,41-60,Uttar Pradesh,Lucknow,Hindi,Goda Ghat,Tapovan Center,+91 9042436398,"red sari with gold border, walks with a cane",Unresolved,,False,"Came by group bus, lost the group."
KMP-2027-02343,2027-08-19 06:28,Sunita Sharma,Female,41-60,Maharashtra,Solapur,Marathi,CBS Bus Stand,CBS Help Center,+91 7327011657,"orange saree, wears thick glasses",Reunited,1.7,False,Volunteer escorting to help desk.
KMP-2027-01388,2027-09-02 14:44,Sai Shinde,Male,61-70,Maharashtra,Ahmednagar,Marathi,Ahilyadevi Holkar Bridge,Ramkund LF Center,+91 9472820843,"maroon saree, wears thick glasses",Reunited,7.8,False,Volunteer escorting to help desk.
KMP-2027-02305,2027-08-03 04:45,,Female,18-40,Madhya Pradesh,Indore,Hindi,Gangapur Road Ghat,Nashik Road Center,+91 9415073919,"red sari with gold border, wears thick glasses",Transferred to hospital,2.9,False,
KMP-2027-02180,2027-08-15 14:12,Tukaram Deshmukh,Male,18-40,Maharashtra,Nagpur,Marathi,Kushavarta Kund,CBS Help Center,+91 9969385948,"white dhoti and kurta, walks with a cane",Reunited,2.4,False,Got separated in snan crowd.
KMP-2027-01197,2027-08-19 13:46,Meena Gaikwad,Female,71-80,Maharashtra,Solapur,Marathi,Mukti Dham,CBS Help Center,+91 9032184277,"green saree, silver anklets",Reunited,9.3,False,
KMP-2027-00629,2027-07-17 00:24,,Male,61-70,Maharashtra,Jalgaon,Marathi,Gangapur Road Ghat,Tapovan Center,+91 9868823835,"black shawl, speaks little Hindi",Reunited,6.4,False,Phone switched off.
KMP-2027-02151,2027-08-23 04:48,Bhaskar Chavan,Male,41-60,Tamil Nadu,Chennai,Tamil,Kalaram Temple,Ramkund LF Center,,"yellow blouse, hard of hearing",Reunited,8.4,False,
KMP-2027-02313,2027-07-29 13:16,Sunita Patil,Female,80+,Maharashtra,Solapur,Marathi,Saptashrungi Base,Trimbak Gate Center,+91 9419582289,"black shawl, hard of hearing",Reunited,8.2,False,Phone switched off.
KMP-2027-01410,2027-09-11 04:35,Kavita Patil,Female,80+,Madhya Pradesh,Indore,Hindi,Saptashrungi Base,Nashik Road Center,+91 9812200862,"blue checked shirt, wears thick glasses",Reunited,1.8,False,Possible match flagged for review.
KMP-2027-01489,2027-09-11 08:43,Namdev Sharma,Male,80+,Maharashtra,Ahmednagar,Marathi,Mukti Dham,Tapovan Center,+91 9865154203,"orange saree, short grey hair",Pending,,False,Got separated in snan crowd.
KMP-2027-01252,2027-08-04 17:16,Arun Kale,Male,61-70,Uttar Pradesh,Lucknow,Hindi,Kushavarta Kund,Sadhugram Center,+91 7334980716,,Reunited,0.4,False,
KMP-2027-01167,2027-07-20 07:03,Sunil Pawar,Male,41-60,Rajasthan,Jodhpur,Hindi,Tapovan,Ramkund LF Center,,"maroon saree, tulsi mala around neck",Reunited,5.1,False,Phone switched off.
KMP-2027-00232,2027-09-11 10:17,Vitthal Kulkarni,Male,80+,Maharashtra,Ahmednagar,Marathi,CBS Bus Stand,Sadhugram Center,+91 9942070080,"white dhoti and kurta, limps on right leg",Reunited,6.4,False,"Came by group bus, lost the group."
KMP-2027-00060,2027-07-29 00:55,Anil Pawar,Male,41-60,Gujarat,Surat,Gujarati,Nashik Road Railway Station,Nashik Road Center,,"red sari with gold border, has a tilak on forehead",Transferred to hospital,1.9,True,Logged at second center; same person suspected.
KMP-2027-00120,2027-09-10 14:01,Sushila Sawant,Female,41-60,Maharashtra,Pune,Marathi,Kushavarta Kund,Panchavati Center,+91 9435701043,,Transferred to hospital,5.9,True,Logged at second center; same person suspected.
KMP-2027-00770,2027-09-11 03:46,Sunil Joshi,Male,61-70,Maharashtra,Pune,Marathi,Ramkund,Panchavati Center,+91 9812968157,"white dhoti and kurta, walks with a cane",Reunited,1.7,False,Possible match flagged for review.
KMP-2027-01201,2027-09-04 18:04,Ganpat Pawar,Male,61-70,Rajasthan,Jaipur,Hindi,Sita Gufa,CBS Help Center,+91 9961609887,"grey sweater, has a tilak on forehead",Reunited,5.5,False,Got separated in snan crowd.
KMP-2027-00338,2027-08-04 13:08,Asha Kulkarni,Female,71-80,Maharashtra,Pune,Marathi,Sadhugram,Sadhugram Center,,"orange saree, speaks little Hindi",Reunited,6.9,False,"Family frantic, last dip together."
KMP-2027-00347,2027-08-19 13:30,Shanta Jadhav,Female,61-70,Maharashtra,Thane,Marathi,Panchavati,Panchavati Center,,"black shawl, hard of hearing",Reunited,3.3,False,
KMP-2027-00961,2027-09-02 13:36,,Female,41-60,Uttar Pradesh,Kanpur,Hindi,Mukti Dham,Sadhugram Center,+91 8841490255,"black shawl, silver anklets",Unresolved,,False,
KMP-2027-00082,2027-09-11 15:23,,Male,18-40,Uttar Pradesh,Prayagraj,Hindi,Panchavati,Panchavati Center,,"orange saree, hard of hearing",Pending,,True,Logged at second center; same person suspected.
KMP-2027-01615,2027-08-11 03:41,Bhaskar Reddy,Male,41-60,Maharashtra,Thane,Marathi,Dudhsagar Falls Road,Panchavati Center,,"orange saree, silver anklets",Reunited,4,False,Cross-checked at adjacent center.
KMP-2027-02345,2027-07-29 04:45,Ramesh Pawar,Male,80+,Uttar Pradesh,Lucknow,Hindi,Sadhugram,Panchavati Center,+91 9029339877,"white dhoti and kurta, tulsi mala around neck",Reunited,7.8,False,Possible match flagged for review.
KMP-2027-01121,2027-08-27 03:07,Rohan Chavan,Male,71-80,Maharashtra,Ahmednagar,Marathi,Sita Gufa,Trimbak Gate Center,+91 9996438601,"black shawl, short grey hair",Reunited,0.9,False,Phone switched off.
KMP-2027-00411,2027-08-04 09:41,Bhaskar Yadav,Male,80+,Maharashtra,Solapur,Marathi,Mukti Dham,CBS Help Center,,"maroon saree, speaks little Hindi",Pending,,False,"Came by group bus, lost the group."
KMP-2027-01244,2027-08-04 03:31,Shanta Deshmukh,Female,61-70,Maharashtra,Solapur,Marathi,Goda Ghat,Kushavarta Center,+91 9840961692,"blue checked shirt, limps on right leg",Reunited,3.3,False,Announced on PA system.
KMP-2027-01462,2027-08-10 21:06,Ramesh Verma,Male,80+,Rajasthan,Jaipur,Hindi,Nashik Road Railway Station,Sadhugram Center,+91 9925921050,"red sari with gold border, has a tilak on forehead",Reunited,5.7,False,"Family frantic, last dip together."
KMP-2027-01742,2027-08-02 21:02,Sarla Yadav,Female,71-80,Maharashtra,Pune,Marathi,Ramkund,Kushavarta Center,+91 7027331370,"blue checked shirt, silver anklets",Reunited,9.2,False,Got separated in snan crowd.
KMP-2027-01873,2027-08-12 20:03,Ramesh Iyer,Male,61-70,Maharashtra,Pune,Marathi,Tapovan,Panchavati Center,+91 8851465035,"maroon saree, short grey hair",Reunited,0.6,False,Phone switched off.
KMP-2027-01671,2027-09-11 14:43,,Male,61-70,Madhya Pradesh,Gwalior,Hindi,Kushavarta Kund,CBS Help Center,+91 8841614770,"grey sweater, speaks little Hindi",Reunited,1.5,False,Possible match flagged for review.
KMP-2027-02218,2027-08-20 05:45,Radha Patil,Female,80+,Maharashtra,Aurangabad,Marathi,Kalaram Temple,Tapovan Center,+91 9488383999,"orange saree, short grey hair",Reunited,4.3,False,Volunteer escorting to help desk.
KMP-2027-00377,2027-09-11 10:57,Suresh Pawar,Male,18-40,Karnataka,Bengaluru,Kannada,Ahilyadevi Holkar Bridge,CBS Help Center,+91 9470616652,"white dhoti and kurta, wears thick glasses",Pending,,False,Announced on PA system.
KMP-2027-01036,2027-08-04 03:09,Rukmini Kumar,Female,41-60,Maharashtra,Aurangabad,Marathi,Kushavarta Kund,Nashik Road Center,+91 9830863102,"maroon saree, hard of hearing",Reunited,8.3,False,Phone switched off.
KMP-2027-00660,2027-09-02 12:06,Rohan Pawar,Male,18-40,Maharashtra,Thane,Marathi,CBS Bus Stand,Kushavarta Center,,"red sari with gold border, silver anklets",Reunited,4.7,False,Possible match flagged for review.
KMP-2027-00008,2027-09-10 06:57,Suresh Yadav,Male,0-12,Maharashtra,Ahmednagar,Marathi,Panchavati,CBS Help Center,+91 9058410827,"red sari with gold border, silver anklets",Transferred to hospital,4.3,True,Logged at second center; same person suspected.
KMP-2027-01573,2027-09-12 21:51,,Female,41-60,Maharashtra,Solapur,Marathi,Trimbakeshwar Temple,Panchavati Center,,"orange saree, short grey hair",Reunited,6.1,False,Announced on PA system.
KMP-2027-00071,2027-08-08 06:30,Sarla Kulkarni,Female,41-60,Maharashtra,Aurangabad,Marathi,Saptashrungi Base,Sadhugram Center,+91 7093229352,"white dhoti and kurta, walks with a cane",Pending,,True,Possible match flagged for review.
KMP-2027-00406,2027-08-02 06:08,Rohan Reddy,Male,61-70,Karnataka,Belagavi,Kannada,Gangapur Road Ghat,Sadhugram Center,,"red sari with gold border, tulsi mala around neck",Reunited,6.6,False,"Came by group bus, lost the group."
KMP-2027-01923,2027-09-02 12:47,,Female,80+,Madhya Pradesh,Indore,Hindi,Ahilyadevi Holkar Bridge,Trimbak Gate Center,+91 9446084358,"red sari with gold border, silver anklets",Reunited,6.8,False,Volunteer escorting to help desk.
KMP-2027-01338,2027-09-11 09:48,Sushila Das,Female,18-40,Uttar Pradesh,Varanasi,Hindi,Ahilyadevi Holkar Bridge,Panchavati Center,+91 9095268063,,Reunited,6.3,False,"Came by group bus, lost the group."
KMP-2027-00061,2027-08-14 07:51,Vimal Kulkarni,Female,0-12,Maharashtra,Ahmednagar,Marathi,Kalaram Temple,Trimbak Gate Center,+91 7081360121,"maroon saree, walks with a cane",Reunited,,True,Possible match flagged for review.
KMP-2027-00892,2027-09-02 05:13,Janabai Yadav,Female,61-70,Gujarat,Ahmedabad,Gujarati,Goda Ghat,Ramkund LF Center,,"yellow blouse, carries a cloth bag",Reunited,6.8,False,"Family frantic, last dip together."
KMP-2027-01119,2027-08-18 00:20,Sunil Yadav,Male,61-70,Uttar Pradesh,Lucknow,Hindi,Tapovan,Ramkund LF Center,+91 7390035598,"black shawl, carries a cloth bag",Unresolved,,False,"Came by group bus, lost the group."
KMP-2027-00830,2027-08-04 07:53,Shanta Kale,Female,61-70,Madhya Pradesh,Gwalior,Hindi,Tapovan,Ramkund LF Center,+91 8891197667,"cream kurta, walks with a cane",Pending,,False,Cross-checked at adjacent center.
KMP-2027-00906,2027-08-08 01:43,Indira Jadhav,Unknown,61-70,Uttar Pradesh,Kanpur,Hindi,Ahilyadevi Holkar Bridge,Ramkund LF Center,+91 7384851744,"blue checked shirt, tulsi mala around neck",Pending,,False,Possible match flagged for review.
KMP-2027-00020,2027-08-19 13:10,Indira Yadav,Female,41-60,Gujarat,Ahmedabad,Gujarati,Gangapur Road Ghat,Tapovan Center,,,Transferred to hospital,6.2,True,Logged at second center; same person suspected.
KMP-2027-00097,2027-09-04 06:07,Ganpat Yadav,Male,80+,Madhya Pradesh,Gwalior,Hindi,Ahilyadevi Holkar Bridge,Kushavarta Center,+91 9410507009,,Reunited,,True,Possible match flagged for review.
KMP-2027-01656,2027-08-19 15:02,Sunil Kulkarni,Male,13-17,Uttar Pradesh,Varanasi,Hindi,Kushavarta Kund,Kushavarta Center,+91 7392734685,"white dhoti and kurta, hard of hearing",Reunited,6.5,False,Possible match flagged for review.
KMP-2027-00472,2027-09-02 05:39,Savita More,Female,41-60,Karnataka,Hubballi,Kannada,CBS Bus Stand,CBS Help Center,+91 9929876709,"grey sweater, short grey hair",Reunited,8.5,False,"Came by group bus, lost the group."
KMP-2027-01875,2027-08-25 00:07,Ramesh Patil,Male,61-70,Gujarat,Rajkot,Gujarati,CBS Bus Stand,Trimbak Gate Center,+91 9051030284,"black shawl, wears thick glasses",Reunited,8.6,False,Possible match flagged for review.
KMP-2027-02050,2027-09-11 12:18,Sunita Yadav,Female,41-60,Maharashtra,Ahmednagar,Marathi,Gangapur Road Ghat,Kushavarta Center,,"green saree, limps on right leg",Reunited,0.6,False,Volunteer escorting to help desk.
KMP-2027-01642,2027-09-11 12:51,Aarav Jadhav,Male,18-40,Uttar Pradesh,Lucknow,Hindi,Sita Gufa,Panchavati Center,+91 8828045712,"blue checked shirt, limps on right leg",Reunited,7,False,Cross-checked at adjacent center.
KMP-2027-01577,2027-08-19 06:36,Sunil Kale,Male,61-70,Maharashtra,Jalgaon,Marathi,Panchavati,Sadhugram Center,,"grey sweater, wears thick glasses",Reunited,0.8,False,"Came by group bus, lost the group."
KMP-2027-00069,2027-08-27 17:12,Shanta Deshmukh,Female,61-70,Maharashtra,Ahmednagar,Marathi,Saptashrungi Base,Panchavati Center,+91 8860209595,,Unresolved,,True,Possible match flagged for review.
KMP-2027-00165,2027-09-11 06:35,Meena Reddy,Female,61-70,Rajasthan,Udaipur,Hindi,Sita Gufa,Ramkund LF Center,+91 7384994342,"cream kurta, wears thick glasses",Reunited,,True,Possible match flagged for review.
KMP-2027-02073,2027-08-04 09:57,Kavita Verma,Female,61-70,Rajasthan,Jodhpur,Hindi,Ramkund,Trimbak Gate Center,+91 7020101448,"black shawl, walks with a cane",Reunited,3.3,False,"Family frantic, last dip together."
KMP-2027-01387,2027-09-02 08:37,Kamla Iyer,Female,80+,Uttar Pradesh,Prayagraj,Hindi,Trimbakeshwar Temple,Nashik Road Center,,"black shawl, hard of hearing",Reunited,2.4,False,
KMP-2027-00794,2027-09-04 22:49,Mangala Patil,Female,80+,Madhya Pradesh,Ujjain,Hindi,Trimbakeshwar Temple,CBS Help Center,+91 9978657634,"blue checked shirt, hard of hearing",Reunited,2.3,False,"Came by group bus, lost the group."
KMP-2027-00491,2027-08-19 10:42,Rohan Kale,Male,61-70,Telangana,Warangal,Telugu,Nashik Road Railway Station,Tapovan Center,,"white dhoti and kurta, carries a cloth bag",Reunited,8.2,False,Got separated in snan crowd.
KMP-2027-02213,2027-08-19 10:10,Rukmini Patil,Female,41-60,Madhya Pradesh,Ujjain,Hindi,Panchavati,Panchavati Center,+91 9059302529,"red sari with gold border, limps on right leg",Reunited,2.5,False,Announced on PA system.
KMP-2027-00559,2027-08-04 09:15,Shanta Das,Female,71-80,Telangana,Warangal,Telugu,Ahilyadevi Holkar Bridge,CBS Help Center,+91 9012851048,,Reunited,3.6,False,"Came by group bus, lost the group."
KMP-2027-01050,2027-08-27 12:21,,Male,0-12,Maharashtra,Solapur,Marathi,Nashik Road Railway Station,Nashik Road Center,+91 9078473727,"black shawl, has a tilak on forehead",Reunited,5.1,False,"Family frantic, last dip together."
KMP-2027-02448,2027-09-02 10:57,Mangala More,Female,13-17,Rajasthan,Jodhpur,Hindi,Sita Gufa,Nashik Road Center,+91 9941104158,"grey sweater, speaks little Hindi",Reunited,3.2,False,Possible match flagged for review.
KMP-2027-00055,2027-09-02 15:50,Ganpat Patil,Unknown,41-60,Tamil Nadu,Chennai,Tamil,Trimbakeshwar Temple,Ramkund LF Center,+91 9842214963,"red sari with gold border, walks with a cane",Pending,,True,Possible match flagged for review.
KMP-2027-00639,2027-09-07 00:52,Vitthal Pawar,Male,18-40,Uttar Pradesh,Kanpur,Hindi,Ahilyadevi Holkar Bridge,CBS Help Center,+91 7337492407,"grey sweater, walks with a cane",Reunited,5.1,False,Announced on PA system.
KMP-2027-01005,2027-07-29 03:51,Janabai Sawant,Female,71-80,Gujarat,Rajkot,Gujarati,Trimbakeshwar Temple,Kushavarta Center,+91 9012058377,"orange saree, walks with a cane",Reunited,1.5,False,Phone switched off.
KMP-2027-00974,2027-08-26 08:19,,Male,71-80,Gujarat,Surat,Gujarati,Mukti Dham,Tapovan Center,+91 9027052820,"red sari with gold border, walks with a cane",Pending,,False,Cross-checked at adjacent center.
KMP-2027-02049,2027-08-29 06:39,Ganpat Joshi,Male,18-40,Maharashtra,Jalgaon,Marathi,Kalaram Temple,Sadhugram Center,,"orange saree, carries a cloth bag",Reunited,0.6,False,"Came by group bus, lost the group."
KMP-2027-01300,2027-09-11 05:52,,Female,71-80,Gujarat,Surat,Gujarati,Mukti Dham,Panchavati Center,+91 7381914080,"grey sweater, silver anklets",Reunited,4.1,False,Phone switched off.
KMP-2027-02157,2027-09-11 14:50,,Male,80+,Maharashtra,Pune,Marathi,Goda Ghat,Tapovan Center,+91 9414978002,,Reunited,0.4,False,Phone switched off.
KMP-2027-01316,2027-07-21 19:12,Rukmini Sawant,Female,61-70,Uttar Pradesh,Lucknow,Hindi,Panchavati,Ramkund LF Center,+91 7312489154,"white dhoti and kurta, has a tilak on forehead",Reunited,5.4,False,
KMP-2027-01845,2027-09-02 09:59,Radha Jadhav,Female,71-80,Maharashtra,Nashik,Marathi,Kalaram Temple,Nashik Road Center,+91 9946731298,"blue checked shirt, walks with a cane",Reunited,5.7,False,Got separated in snan crowd.
KMP-2027-02140,2027-09-11 15:28,Gita Chavan,Female,61-70,Maharashtra,Ahmednagar,Marathi,Ahilyadevi Holkar Bridge,Nashik Road Center,+91 9821899639,"cream kurta, walks with a cane",Reunited,4.7,False,
KMP-2027-02234,2027-09-02 09:58,Janabai Sawant,Female,80+,Gujarat,Surat,Gujarati,Goda Ghat,Nashik Road Center,,"green saree, carries a cloth bag",Reunited,9.1,False,Announced on PA system.
KMP-2027-00907,2027-09-02 09:24,Ramesh Bhosale,Male,18-40,Maharashtra,Ahmednagar,Marathi,Tapovan,Trimbak Gate Center,+91 9010625958,"red sari with gold border, silver anklets",Pending,,False,Phone switched off.
KMP-2027-02293,2027-09-02 16:11,Ganpat Pawar,Male,41-60,Gujarat,Ahmedabad,Gujarati,Goda Ghat,Trimbak Gate Center,+91 9941005898,"maroon saree, wears thick glasses",Reunited,7.4,False,Volunteer escorting to help desk.
KMP-2027-00447,2027-09-08 23:36,Indira Das,Female,41-60,Madhya Pradesh,Indore,Hindi,Ahilyadevi Holkar Bridge,Kushavarta Center,,"orange saree, silver anklets",Reunited,2.7,False,Got separated in snan crowd.
